日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20241129,3415,ＴＯＫＹＯ　ＢＡＳＥ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241129,3416,ピクスタ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241129,3417,大木ヘルスケアホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241129,3418,バルニバービ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241129,3420,ケー・エフ・シー,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241129,3421,稲葉製作所,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241129,3422,Ｊ－ＭＡＸ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241129,3423,エスイー,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241129,3426,アトムリビンテック,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241129,3431,宮地エンジニアリンググループ,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20241129,3433,トーカロ,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20241129,3434,アルファＣｏ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241129,3435,サンコーテクノ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241129,3436,ＳＵＭＣＯ,プライム（内国株式）,3550,金属製品,3,建設・資材,4,TOPIX Mid400
20241129,3437,特殊電極,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241129,3439,三ツ知,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241129,3440,日創プロニティ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241129,3441,山王,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241129,3443,川田テクノロジーズ,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241129,3444,菊池製作所,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241129,3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20241129,3446,ジェイテックコーポレーション,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241129,3447,信和,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241129,3448,清鋼材,PRO Market,3550,金属製品,3,建設・資材,-,-
20241129,3449,テクノフレックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241129,3450,サトウ産業,PRO Market,3550,金属製品,3,建設・資材,-,-
20241129,3451,トーセイ・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3452,ビーロット,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241129,3454,ファーストブラザーズ,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241129,3455,ヘルスケア＆メディカル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3457,Ａｎｄ　Ｄｏホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241129,3458,シーアールイー,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241129,3459,サムティ・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3461,パルマ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241129,3462,野村不動産マスターファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3463,いちごホテルリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3465,ケイアイスター不動産,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20241129,3466,ラサールロジポート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3467,アグレ都市デザイン,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241129,3468,スターアジア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3469,デュアルタップ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241129,3470,マリモ地方創生リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3471,三井不動産ロジスティクスパーク投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3472,日本ホテル＆レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3474,Ｇ－ＦＡＣＴＯＲＹ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241129,3475,グッドコムアセット,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241129,3476,投資法人みらい,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3477,フォーライフ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241129,3479,ティーケーピー,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241129,3480,ジェイ・エス・ビー,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241129,3481,三菱地所物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3482,ロードスターキャピタル,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241129,3483,翔栄,PRO Market,8050,不動産業,17,不動産,-,-
20241129,3484,イノベーションホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241129,3486,グローバル・リンク・マネジメント,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241129,3487,ＣＲＥロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3488,ザイマックス・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3489,フェイスネットワーク,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241129,3490,アズ企画設計,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241129,3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241129,3492,タカラレーベン不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241129,3494,マリオン,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241129,3495,香陵住販,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241129,3496,アズーム,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241129,3497,ＬｅＴｅｃｈ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241129,3498,霞ヶ関キャピタル,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20241129,3501,住江織物,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241129,3512,日本フエルト,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241129,3513,イチカワ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241129,3521,エコナックホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241129,3524,日東製網,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241129,3526,芦森工業,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,7,TOPIX Small 2
20241129,3529,アツギ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241129,3536,アクサスホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241129,3537,昭栄薬品,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241129,3538,ウイルプラスホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241129,3539,ＪＭホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241129,3540,歯愛メディカル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241129,3541,農業総合研究所,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241129,3542,ベガコーポレーション,グロース（内国株式）,6100,小売業,14,小売,-,-
20241129,3543,コメダホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20241129,3544,サツドラホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241129,3546,アレンザホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241129,3547,串カツ田中ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241129,3548,バロックジャパンリミテッド,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241129,3549,クスリのアオキホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241129,3550,スタジオアタオ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241129,3551,ダイニック,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241129,3553,共和レザー,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20241129,3556,リネットジャパングループ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241129,3557,ユナイテッド＆コレクティブ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241129,3558,ジェイドグループ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241129,3559,ピーバンドットコム,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241129,3560,ほぼ日,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241129,3561,力の源ホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241129,3562,Ｎｏ．１,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241129,3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241129,3565,アセンテック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241129,3566,ユニフォームネクスト,グロース（内国株式）,6100,小売業,14,小売,-,-
20241129,3569,セーレン,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20241129,3571,ソトー,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241129,3577,東海染工,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241129,3580,小松マテーレ,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241129,3583,オーベクス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20241129,3591,ワコールホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学,4,TOPIX Mid400
20241129,3593,ホギメディカル,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20241129,3597,自重堂,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20241129,3598,山喜,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
